Order ID,Order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Payment Mode,Delivery Status,Supplier Name,Supplier Email,Stock Left,Auto Reorder,Reorder Quantity
ORD1233,2/12/2024,2/15/2024,CUST361,Scott Jackson,Consumer,PROD4429,Stapler,Office Supplies,West,Nevada,Knightburgh,5,1078,0,5390,3714.67,1675.33,Credit Card,Returned,Keith-Mosley,cole73@pope.com,18,No,0
ORD1234,1/16/2024,1/22/2024,CUST251,Alexander Brown,Consumer,PROD5129,Office Chair,Furniture,South,Wisconsin,Jeffreyborough,3,3140,0,9420,6963.37,2456.63,Net Banking,Returned,Williams-Reyes,pamelachan@strickland.net,5,Yes,46
ORD1235,5/24/2025,5/29/2025,CUST296,Joshua Bernard,Consumer,PROD1395,Juice Pack,Grocery,South,Virginia,Douglasbury,1,553,20,442.4,268.63,173.77,Net Banking,Returned,Torres-Garcia,chase80@lester.com,20,No,0
ORD1236,5/3/2024,5/5/2024,CUST516,John Foster,Consumer,PROD6708,Study Table,Furniture,South,Ohio,South Jameschester,1,163,20,130.4,104.89,25.51,Cash,Cancelled,"Green, Glover and Garcia",davidrodgers@smith.com,20,No,0
ORD1237,10/18/2024,10/20/2024,CUST195,Heather Jones,Consumer,PROD9326,Rice Bag,Grocery,North,Ohio,Port Latoya,2,4248,15,7221.6,5945.86,1275.74,UPI,Returned,Harper-Allen,harrisondavid@baker.com,38,No,0
ORD1238,10/29/2024,11/4/2024,CUST219,Julian Schultz,Corporate,PROD3365,Study Table,Furniture,East,Maine,Javierton,5,2300,15,9775,5874.57,3900.43,Net Banking,Pending,Baker-Miller,ibrown@serrano.com,49,No,0
ORD1239,2/22/2025,2/26/2025,CUST458,Gregory Mendez,Consumer,PROD1852,Mouse,Electronics,East,South Dakota,Port Christopherfort,6,2802,15,14290.2,9221.46,5068.74,Cash,Delivered,Johnson-Marshall,ogamble@young.biz,39,No,0
ORD1240,12/13/2024,12/19/2024,CUST800,Cynthia Rogers,Corporate,PROD6203,Monitor,Electronics,South,Minnesota,Karenborough,6,2066,15,10536.6,7649.13,2887.47,UPI,Returned,Proctor Group,millercheryl@miller.com,31,No,0
ORD1241,8/26/2025,9/2/2025,CUST491,Dakota Wilson,Home Office,PROD4673,Sofa,Furniture,North,Idaho,Fryland,7,3610,20,20216,14997.26,5218.74,Credit Card,Pending,"Jackson, Moreno and David",sethpatel@dawson-white.biz,25,No,0
ORD1242,7/20/2025,7/24/2025,CUST372,Roy Perez,Corporate,PROD3837,Calculator,Office Supplies,West,Michigan,Port Jessica,6,2904,10,15681.6,13271.45,2410.15,Credit Card,Cancelled,Montgomery-Jackson,javiergonzalez@juarez-fernandez.com,27,No,0
ORD1243,9/3/2024,9/6/2024,CUST170,Michael Novak,Consumer,PROD7528,Calculator,Office Supplies,East,Alabama,West Jamesside,5,3217,15,13672.25,12036.32,1635.93,Cash,Delivered,Padilla-Richardson,josephhill@benjamin.com,12,No,0
ORD1244,6/19/2024,6/26/2024,CUST734,Darlene Elliott,Home Office,PROD6056,Keyboard,Electronics,North,Montana,New Cynthiahaven,2,886,15,1506.2,1277.42,228.78,Net Banking,Returned,"Hill, Wiley and Hendrix",scottjones@mcfarland-bond.com,34,No,0
ORD1245,8/31/2025,9/6/2025,CUST809,Robert Curry,Home Office,PROD1434,Pen,Office Supplies,East,Georgia,Lake Joann,9,2525,15,19316.25,14222.33,5093.92,UPI,Pending,Turner and Sons,markrose@cole-montgomery.info,0,Yes,40
ORD1246,4/10/2025,4/17/2025,CUST888,Cynthia Kirk,Consumer,PROD3041,Sofa,Furniture,East,Iowa,Randallport,4,4688,5,17814.4,11618.19,6196.21,UPI,Cancelled,"Woods, Rivera and Jordan",uwarren@stevens-roman.com,23,No,0
ORD1247,4/23/2024,4/29/2024,CUST129,Angela Mitchell,Consumer,PROD4851,Rice Bag,Grocery,North,Iowa,South Jessica,4,3067,10,11041.2,9694.7,1346.5,Net Banking,Returned,White-Sullivan,gonzalezalyssa@bruce.com,30,No,0
ORD1248,12/19/2023,12/25/2023,CUST328,Thomas Harris,Consumer,PROD7161,Bookshelf,Furniture,North,Arkansas,Thomasland,5,437,20,1748,1508.54,239.46,UPI,Cancelled,Rivera Ltd,glee@jenkins.com,6,Yes,28
ORD1249,3/9/2025,3/13/2025,CUST837,Christopher Gilbert,Corporate,PROD7159,Rice Bag,Grocery,South,New Mexico,Jasonburgh,8,3306,0,26448,18235.33,8212.67,Credit Card,Returned,Wilson Ltd,huertatyler@howard.net,1,Yes,22
ORD1250,4/29/2025,5/2/2025,CUST902,Lindsey Griffin,Corporate,PROD4543,Cooking Oil,Grocery,North,Vermont,Port Cassandra,4,2451,20,7843.2,6622.5,1220.7,Credit Card,Pending,Montgomery Group,christopher68@floyd.org,5,Yes,44
ORD1251,11/16/2025,11/20/2025,CUST988,Philip Rodriguez,Corporate,PROD6944,Cooking Oil,Grocery,South,Alabama,Millerfort,3,2251,10,6077.7,4901.85,1175.85,Net Banking,Delivered,Phillips-Harper,terrymyers@castillo.net,48,No,0
ORD1252,4/5/2024,4/7/2024,CUST841,Andrew Hughes,Consumer,PROD9631,Notebook,Office Supplies,West,Kentucky,Lake Cheyenneburgh,1,2508,10,2257.2,1986.2,271,Net Banking,Returned,Terrell LLC,parkerjennifer@walters.info,16,No,0
ORD1253,4/20/2024,4/25/2024,CUST349,Wayne Phillips,Corporate,PROD4637,Sofa,Furniture,East,Oregon,North Kathy,2,292,10,525.6,430.19,95.41,Credit Card,Delivered,Rogers and Sons,tsmith@hernandez-lane.com,39,No,0
ORD1254,3/8/2024,3/10/2024,CUST869,Jennifer Sullivan,Corporate,PROD4285,Notebook,Office Supplies,South,Montana,Kellymouth,8,1917,5,14569.2,11512.34,3056.86,UPI,Returned,"Brooks, Shepard and Brewer",denisehubbard@lopez.org,0,Yes,27
ORD1255,12/17/2024,12/21/2024,CUST800,Luis Osborne,Corporate,PROD5975,Office Chair,Furniture,East,Pennsylvania,Atkinsville,9,3057,5,26137.35,16557.46,9579.89,Cash,Returned,Rodriguez-Flowers,drodriguez@frank.com,1,Yes,26
ORD1256,11/25/2024,11/27/2024,CUST302,Fred Joseph,Consumer,PROD5236,Bookshelf,Furniture,South,Iowa,Deanstad,2,3176,10,5716.8,3689.6,2027.2,Net Banking,Returned,"Lewis, Chandler and Blair",jessica15@davis.com,28,No,0
ORD1257,8/13/2025,8/20/2025,CUST614,Martha Durham,Home Office,PROD6670,File Folder,Office Supplies,South,Wisconsin,Ashleytown,8,636,15,4324.8,2789.98,1534.82,Cash,Delivered,Bryan Ltd,alex98@wilson.biz,42,No,0
ORD1258,7/30/2024,8/6/2024,CUST594,Michael Scott,Home Office,PROD8632,Keyboard,Electronics,South,South Carolina,Toddborough,7,3210,10,20223,17387.09,2835.91,Net Banking,Cancelled,Boyd-Benson,wmcclure@schaefer.biz,40,No,0
ORD1259,3/24/2024,3/25/2024,CUST630,Julie Trevino,Consumer,PROD9613,Monitor,Electronics,North,Michigan,Lake Travis,7,3227,20,18071.2,14480.15,3591.05,Credit Card,Cancelled,Wagner Ltd,kimberly65@jones-weaver.info,11,No,0
ORD1260,5/18/2025,5/24/2025,CUST291,Jason Duncan,Home Office,PROD3743,Stapler,Office Supplies,South,Minnesota,Garciafort,10,3892,20,31136,19620.3,11515.7,Net Banking,Delivered,Turner-Frost,wconrad@tanner-silva.org,2,Yes,42
ORD1261,1/11/2025,1/16/2025,CUST142,Jordan Gonzalez,Home Office,PROD7698,Notebook,Office Supplies,North,Delaware,Clarkmouth,9,1412,15,10801.8,7014.24,3787.56,UPI,Returned,Roth-Watson,rhardy@houston-cochran.com,43,No,0
ORD1262,2/1/2024,2/3/2024,CUST428,Todd Tyler,Consumer,PROD7080,Headphones,Electronics,South,South Dakota,Butlerstad,3,456,5,1299.6,804.89,494.71,Net Banking,Returned,Richardson Group,vhensley@brown.com,36,No,0
ORD1263,12/26/2024,1/1/2025,CUST874,Donald Clements,Consumer,PROD5893,Juice Pack,Grocery,East,Delaware,Lake Anaborough,7,447,0,3129,1956.46,1172.54,Credit Card,Pending,Griffin-Johnson,carrerin@stewart-lopez.net,39,No,0
ORD1264,4/13/2025,4/19/2025,CUST310,Amanda Holden,Corporate,PROD2732,Snacks,Grocery,North,California,South Robert,9,3295,20,23724,19013.02,4710.98,Net Banking,Delivered,"Mitchell, Kelley and Giles",danielmcbride@davis-glenn.org,13,No,0
ORD1265,8/13/2025,8/14/2025,CUST422,Karen Wright,Corporate,PROD4574,Laptop,Electronics,East,Kentucky,Thomasport,2,591,0,1182,777.05,404.95,Cash,Cancelled,"Nguyen, Short and Thomas",rodneysmith@diaz.com,30,No,0
ORD1266,6/11/2025,6/12/2025,CUST712,James Davis,Corporate,PROD7194,Monitor,Electronics,East,South Carolina,Nathanfurt,8,1300,5,9880,7160.69,2719.31,Net Banking,Pending,Morris-Rosales,ricemichael@montgomery.com,21,No,0
ORD1267,2/19/2024,2/21/2024,CUST418,Kyle Ramirez,Corporate,PROD5057,Office Chair,Furniture,South,Indiana,Christophershire,3,3509,20,8421.6,7497.68,923.92,Cash,Cancelled,"Wilson, King and Floyd",mwood@torres-ferguson.com,14,No,0
ORD1268,4/16/2025,4/20/2025,CUST867,Bridget Calderon,Consumer,PROD9186,Pen,Office Supplies,West,Pennsylvania,Kristychester,1,158,0,158,120.39,37.61,Credit Card,Delivered,"Brown, West and Baldwin",wilkinsonjames@steele-barker.com,37,No,0
ORD1269,7/20/2025,7/21/2025,CUST996,Krista Coleman,Home Office,PROD4483,Dining Table,Furniture,East,New York,Port Mary,7,652,0,4564,3299.26,1264.74,Cash,Delivered,Ward-Garcia,cpearson@hudson.biz,28,No,0
ORD1270,10/24/2024,10/27/2024,CUST371,Cynthia Smith,Consumer,PROD7458,Mouse,Electronics,North,Illinois,South Karen,8,3689,20,23609.6,15728.86,7880.74,Credit Card,Returned,Wiggins-Watson,benjaminbarrett@cox.com,0,Yes,26
ORD1271,3/21/2024,3/26/2024,CUST312,Stephen Walker,Consumer,PROD2221,Laptop,Electronics,South,Kentucky,Nicolemouth,3,338,20,811.2,515.75,295.45,UPI,Returned,Thomas LLC,christopher55@meyer.info,6,Yes,29
ORD1272,9/20/2025,9/27/2025,CUST534,David Baldwin,Consumer,PROD3248,Rice Bag,Grocery,East,North Carolina,Bradleymouth,10,133,0,1330,1061.32,268.68,Credit Card,Cancelled,Atkinson Inc,zbell@hicks-smith.com,41,No,0
ORD1273,9/5/2025,9/6/2025,CUST201,Brian Williams,Corporate,PROD2037,Snacks,Grocery,West,Maryland,Lake Gregoryview,1,1100,15,935,688.22,246.78,Cash,Cancelled,Jackson PLC,teresataylor@simmons.info,25,No,0
ORD1274,2/16/2024,2/21/2024,CUST973,Mary Jensen,Consumer,PROD1822,Sugar,Grocery,North,Florida,North Robertburgh,10,821,15,6978.5,4627.92,2350.58,Credit Card,Pending,"Jones, Guerrero and Hill",joshua25@ho.info,27,No,0
ORD1275,12/2/2024,12/3/2024,CUST183,Ashley Haas,Corporate,PROD2061,Notebook,Office Supplies,South,Vermont,Antoniomouth,4,1709,5,6494.2,5380.18,1114.02,UPI,Cancelled,Hall Inc,colewendy@alvarado.biz,44,No,0
ORD1276,3/1/2025,3/6/2025,CUST997,Erika Bryant,Corporate,PROD9449,Sofa,Furniture,West,Alabama,Annamouth,9,2779,20,20008.8,13872.63,6136.17,Net Banking,Delivered,Gibson PLC,douglaspatton@williams-garcia.org,15,No,0
ORD1277,12/14/2023,12/18/2023,CUST600,Brian Smith,Consumer,PROD2182,File Folder,Office Supplies,East,Mississippi,New Kimberlyshire,9,2810,0,25290,20432.31,4857.69,UPI,Returned,Santana-Daniels,jellis@little-macdonald.com,14,No,0
ORD1278,5/22/2025,5/24/2025,CUST244,Dorothy Brewer,Consumer,PROD7092,Sugar,Grocery,East,Wisconsin,Thomasfort,4,1666,10,5997.6,3878.15,2119.45,Credit Card,Cancelled,Mercado Ltd,zachary17@mathews-rios.biz,30,No,0
ORD1279,9/30/2025,10/1/2025,CUST711,Mark Miller,Consumer,PROD5370,Office Chair,Furniture,South,Kentucky,Lake John,8,3006,5,22845.6,14731.27,8114.33,Credit Card,Pending,Hicks PLC,jennifer86@zimmerman.com,3,Yes,49
ORD1280,5/7/2024,5/11/2024,CUST576,Frederick Hernandez,Corporate,PROD1286,Office Chair,Furniture,East,Colorado,Foxfort,3,3360,20,8064,7127.43,936.57,UPI,Cancelled,"Gutierrez, Lewis and Higgins",michael81@stevenson-strickland.com,15,No,0
ORD1281,1/31/2024,2/7/2024,CUST653,David Watkins,Corporate,PROD8013,Headphones,Electronics,South,Hawaii,Elizabethshire,5,3842,10,17289,14598.73,2690.27,UPI,Pending,"Roberts, Haynes and Gutierrez",darlene43@lawson.biz,31,No,0
ORD1282,11/15/2025,11/19/2025,CUST970,Samantha Hinton,Consumer,PROD6815,Study Table,Furniture,East,Virginia,Port Diana,6,3338,5,19026.6,12274.91,6751.69,Credit Card,Pending,Huynh Group,bishopkatelyn@wright.net,10,No,0
ORD1283,12/19/2024,12/25/2024,CUST533,Justin Stevens,Consumer,PROD6798,Study Table,Furniture,West,Ohio,West Amandaview,1,2409,0,2409,1810.32,598.68,Net Banking,Cancelled,Garcia and Sons,yramos@martin.com,21,No,0
ORD1284,1/24/2024,1/27/2024,CUST210,Stephen Kelly,Corporate,PROD1126,Headphones,Electronics,North,South Carolina,Michaelfort,6,2639,5,15042.3,12965.45,2076.85,UPI,Cancelled,Hudson PLC,bennettchristine@mcknight-hebert.com,24,No,0
ORD1285,9/14/2024,9/17/2024,CUST861,Judy Medina,Consumer,PROD7890,Headphones,Electronics,East,Texas,Lake Alicia,8,4919,15,33449.2,29494.8,3954.4,Net Banking,Pending,"Willis, Gilbert and Jones",veronicarasmussen@henderson.com,21,No,0
ORD1286,9/7/2024,9/14/2024,CUST755,Kimberly Flores,Home Office,PROD5100,Stapler,Office Supplies,North,Hawaii,Lake Jennifer,4,2180,15,7412,6517,895,Cash,Cancelled,Molina-Freeman,melaniegutierrez@delacruz-dunn.biz,21,No,0
ORD1287,3/8/2024,3/12/2024,CUST347,Emily Mills,Consumer,PROD2624,Notebook,Office Supplies,East,Colorado,West Brenda,6,1274,20,6115.2,5263.4,851.8,UPI,Cancelled,Smith PLC,eday@smith-chen.info,11,No,0
ORD1288,12/25/2024,12/30/2024,CUST834,Douglas Walker,Corporate,PROD6543,Monitor,Electronics,South,Arkansas,Karenview,4,1053,20,3369.6,2463.91,905.69,Net Banking,Cancelled,Charles-Clarke,davidjohnson@smith-parsons.com,43,No,0
ORD1289,5/13/2024,5/19/2024,CUST877,Mark Phillips,Consumer,PROD8489,Bookshelf,Furniture,North,Maryland,North Emmafurt,4,526,0,2104,1376.5,727.5,Credit Card,Cancelled,"Sweeney, Cox and Smith",jonesjordan@richardson-harris.com,39,No,0
ORD1290,11/17/2024,11/22/2024,CUST440,Michelle Huffman,Home Office,PROD2736,Monitor,Electronics,East,South Dakota,West Nicole,10,4690,0,46900,31598.04,15301.96,Net Banking,Pending,Doyle-Brown,gwright@miller.info,15,No,0
ORD1291,2/27/2024,2/29/2024,CUST713,Sandra Coffey,Corporate,PROD3433,Cooking Oil,Grocery,West,Illinois,Bryanmouth,1,4079,15,3467.15,2581.78,885.37,UPI,Returned,"Ford, Robinson and Stone",andreaewing@clark-calhoun.com,35,No,0
ORD1292,3/5/2024,3/10/2024,CUST560,Joseph Moore,Corporate,PROD5379,Keyboard,Electronics,South,Wyoming,West Yvonne,5,4708,15,20009,16619.78,3389.22,UPI,Delivered,Sanders LLC,joneschristopher@newman.org,13,No,0
ORD1293,5/20/2025,5/22/2025,CUST766,William Rice,Consumer,PROD3165,Calculator,Office Supplies,North,Louisiana,East Yolanda,3,740,15,1887,1539.41,347.59,Credit Card,Delivered,Nelson-Perry,tgarrett@hogan.net,30,No,0
ORD1294,2/18/2025,2/20/2025,CUST537,Veronica Johnson,Home Office,PROD8865,Mouse,Electronics,South,North Carolina,Lake Kathleen,8,1920,15,13056,11713.24,1342.76,UPI,Cancelled,Patrick Inc,rodriguezshawn@hall.net,29,No,0
ORD1295,9/1/2025,9/3/2025,CUST341,Lisa Butler,Corporate,PROD8293,Sofa,Furniture,West,Alaska,Laurentown,2,4294,10,7729.2,6627.01,1102.19,Net Banking,Returned,Shaw Inc,sarahcarter@owen.com,47,No,0
ORD1296,7/27/2025,8/2/2025,CUST649,Christopher Herman,Consumer,PROD9677,Monitor,Electronics,North,Pennsylvania,Lake Johnfurt,8,2170,10,15624,10776.4,4847.6,Net Banking,Cancelled,Blair-Reyes,crystal18@booker.org,27,No,0
ORD1297,7/28/2025,8/3/2025,CUST988,Denise Smith,Home Office,PROD7264,Sugar,Grocery,North,Arkansas,West Elizabethfurt,9,4442,15,33981.3,22947.47,11033.83,UPI,Cancelled,Kramer-Bird,kathleen12@holland-james.info,23,No,0
ORD1298,1/18/2024,1/25/2024,CUST191,Mark Carr,Consumer,PROD9732,Study Table,Furniture,East,Rhode Island,Port Theresastad,8,3701,5,28127.6,21198.27,6929.33,Cash,Pending,"Cole, Brown and Stout",wdavidson@cox-wallace.com,7,Yes,48
ORD1299,10/31/2025,11/2/2025,CUST239,Julia Lam,Corporate,PROD6095,Calculator,Office Supplies,North,Arkansas,North Joshua,1,4908,20,3926.4,2749.86,1176.54,UPI,Returned,"Alvarez, Jacobson and Pope",nsmith@cochran.org,24,No,0
ORD1300,1/10/2025,1/13/2025,CUST390,Danny Anthony,Consumer,PROD4043,Notebook,Office Supplies,South,Wisconsin,Francotown,1,3595,0,3595,2534.24,1060.76,Cash,Returned,Hudson-Simon,wjefferson@hudson.info,6,Yes,44
ORD1301,12/24/2024,12/25/2024,CUST656,Mary Gonzales,Corporate,PROD4399,Study Table,Furniture,South,Indiana,New Maryborough,9,4422,10,35818.2,29262.42,6555.78,Net Banking,Delivered,"Ball, Ward and Jackson",vgarcia@dixon.com,31,No,0
ORD1302,5/27/2024,5/31/2024,CUST379,Mary Jacobs,Corporate,PROD9032,Calculator,Office Supplies,East,West Virginia,West Davidfort,10,1452,10,13068,9330.68,3737.32,Net Banking,Pending,Gonzalez-Greene,patrick96@hernandez.com,14,No,0
ORD1303,3/22/2025,3/28/2025,CUST833,Gerald Graham,Home Office,PROD5525,Monitor,Electronics,East,Tennessee,Jefferyport,10,1439,20,11512,7481.75,4030.25,UPI,Cancelled,Soto PLC,carlho@rice.com,3,Yes,23
ORD1304,1/22/2024,1/25/2024,CUST769,Sarah Pennington,Home Office,PROD4950,File Folder,Office Supplies,East,Pennsylvania,Vazquezchester,9,4433,5,37902.15,27643.83,10258.32,UPI,Delivered,Morris-Mccoy,msuarez@rodriguez.biz,3,Yes,32
ORD1305,10/28/2025,10/29/2025,CUST358,James Hogan,Home Office,PROD1469,Sofa,Furniture,East,Indiana,Jerryburgh,5,2710,20,10840,9490.96,1349.04,Net Banking,Pending,Walker-Young,osmith@rhodes-rodriguez.org,20,No,0
ORD1306,8/12/2025,8/16/2025,CUST646,Joshua Mejia,Corporate,PROD4065,Keyboard,Electronics,West,Delaware,Hannahbury,2,3742,10,6735.6,5823.44,912.16,Credit Card,Delivered,Walker-Martinez,spearsjustin@romero-sexton.com,4,Yes,41
ORD1307,12/17/2024,12/24/2024,CUST456,Kathleen Harvey,Consumer,PROD3287,Mouse,Electronics,West,Maryland,South Jake,6,3897,15,19874.7,17134.79,2739.91,Credit Card,Returned,"Matthews, Roberts and Nicholson",brandon54@jordan.com,16,No,0
ORD1308,7/2/2025,7/8/2025,CUST500,Jonathan Wilson,Corporate,PROD5739,Stapler,Office Supplies,North,New Jersey,Port Nicoleport,7,1273,15,7574.35,6764.54,809.81,Net Banking,Cancelled,Hodge LLC,mary00@reynolds.info,43,No,0
ORD1309,8/17/2024,8/21/2024,CUST641,Michael Thompson,Corporate,PROD1286,Bookshelf,Furniture,North,Mississippi,New Wayne,7,4810,10,30303,20094.37,10208.63,Net Banking,Returned,Smith Ltd,ubrown@delgado-moore.net,6,Yes,48
ORD1310,6/14/2025,6/21/2025,CUST543,Richard Stone,Home Office,PROD6563,Sugar,Grocery,East,Connecticut,Brownberg,4,3191,0,12764,8189,4575,Net Banking,Returned,"Cooper, Vaughn and Clark",oscarjones@rodriguez.org,2,Yes,27
ORD1311,3/12/2025,3/13/2025,CUST754,Thomas Lindsey,Home Office,PROD1536,Snacks,Grocery,South,Arkansas,South Victorberg,9,790,10,6399,3889.41,2509.59,UPI,Cancelled,Johnson and Sons,smithsteven@townsend-gonzalez.org,0,Yes,41
ORD1312,4/29/2024,5/4/2024,CUST757,Melissa Harper,Corporate,PROD6797,Calculator,Office Supplies,East,North Dakota,Lake William,7,3078,5,20468.7,17535.09,2933.61,Cash,Pending,Flores and Sons,emmawatson@adams.biz,41,No,0
ORD1313,7/25/2024,7/28/2024,CUST297,Cynthia Barber,Consumer,PROD7713,Office Chair,Furniture,East,Louisiana,South Barbara,5,1558,5,7400.5,5808.21,1592.29,Cash,Delivered,Rodgers and Sons,lee09@obrien.biz,50,No,0
ORD1314,7/11/2025,7/13/2025,CUST941,Rhonda Davis,Consumer,PROD9876,Mouse,Electronics,North,Pennsylvania,North Frank,2,600,20,960,774.04,185.96,Credit Card,Returned,"Kelly, Brown and Gibbs",aguilarjesus@potts.net,47,No,0
ORD1315,3/27/2024,3/31/2024,CUST928,Jessica Wolf,Consumer,PROD9607,File Folder,Office Supplies,South,New Hampshire,East Monicaberg,10,2501,10,22509,14572.71,7936.29,Cash,Pending,"Olson, Stewart and Oneill",michael56@brewer.com,35,No,0
ORD1316,9/14/2025,9/21/2025,CUST554,Anthony Stephens,Home Office,PROD1191,Office Chair,Furniture,East,Minnesota,Joshuachester,2,3305,5,6279.5,4758.77,1520.73,Net Banking,Cancelled,Olsen-Martinez,fhicks@ruiz.info,36,No,0
ORD1317,8/14/2024,8/20/2024,CUST227,Jennifer Gallagher,Corporate,PROD6549,Mouse,Electronics,West,Massachusetts,New Marcus,7,1097,15,6527.15,4697.22,1829.93,Credit Card,Delivered,Moss-Randall,istephenson@anderson.com,44,No,0
ORD1318,4/14/2024,4/18/2024,CUST845,Sarah Payne,Corporate,PROD4939,Sofa,Furniture,East,Mississippi,Mcknightview,10,855,20,6840,4291.47,2548.53,Cash,Delivered,"Ingram, Morris and Martinez",lisajames@stokes.net,50,No,0
ORD1319,10/11/2025,10/17/2025,CUST816,Cody Everett,Corporate,PROD1932,Pen,Office Supplies,North,Iowa,South Kathleenstad,2,851,5,1616.9,1282.49,334.41,Net Banking,Cancelled,"Carlson, Johnson and Reed",sgarcia@fritz.net,20,No,0
ORD1320,9/18/2025,9/25/2025,CUST663,Jordan Hoffman,Corporate,PROD7862,Keyboard,Electronics,East,Alabama,Angelatown,2,2622,15,4457.4,3518.19,939.21,Cash,Returned,Watts-Hernandez,francobrett@perry-hernandez.com,42,No,0
ORD1321,10/16/2025,10/23/2025,CUST128,Allen Mcintyre,Corporate,PROD6926,Juice Pack,Grocery,North,Delaware,Nixonton,2,2721,0,5442,4035.7,1406.3,UPI,Delivered,Garcia-Williams,zwaters@peterson.com,49,No,0
ORD1322,5/1/2025,5/2/2025,CUST485,Dawn Sutton,Home Office,PROD8409,Monitor,Electronics,South,Indiana,Davidmouth,9,3944,10,31946.4,23742.18,8204.22,Credit Card,Cancelled,"Pugh, Wells and Evans",jayvasquez@green-taylor.com,15,No,0
ORD1323,4/25/2024,4/27/2024,CUST944,Timothy Mitchell,Corporate,PROD5329,Mouse,Electronics,East,Maine,Fergusonhaven,2,2558,20,4092.8,3144.64,948.16,Credit Card,Returned,Medina-Harris,melinda08@lambert-walters.net,49,No,0
ORD1324,3/11/2024,3/18/2024,CUST691,Zachary Tucker,Corporate,PROD5977,Mouse,Electronics,West,North Carolina,Port Bryanchester,5,1833,0,9165,8088.92,1076.08,Net Banking,Pending,"Lozano, Gardner and Rodriguez",nathanieltorres@hoffman.net,0,Yes,26
ORD1325,9/5/2025,9/10/2025,CUST998,Bridget Murphy,Consumer,PROD4784,Snacks,Grocery,North,Wisconsin,Amyshire,1,3001,0,3001,1964.26,1036.74,Net Banking,Delivered,Herrera and Sons,myersmatthew@davis-ryan.com,48,No,0
ORD1326,6/12/2025,6/15/2025,CUST446,Donna Jones,Corporate,PROD3943,Study Table,Furniture,East,Colorado,Port Jason,10,2068,10,18612,16654.31,1957.69,Credit Card,Returned,"Jensen, Kerr and Bradley",nsimmons@walters-wu.com,31,No,0
ORD1327,3/29/2025,3/31/2025,CUST998,Frederick Mullins,Corporate,PROD7678,Rice Bag,Grocery,East,Louisiana,Brentshire,3,4167,20,10000.8,7843.55,2157.25,Cash,Cancelled,Wang and Sons,kmora@watson.com,41,No,0
ORD1328,1/8/2024,1/11/2024,CUST727,Michael Wilkerson,Corporate,PROD5552,Office Chair,Furniture,East,Idaho,South Phillip,7,2357,15,14024.15,10389.22,3634.93,Cash,Returned,Carter LLC,robert62@lopez-robinson.com,50,No,0
ORD1329,3/13/2024,3/17/2024,CUST307,Colleen Santana,Corporate,PROD8409,Juice Pack,Grocery,West,New Jersey,South Matthewshire,3,3056,15,7792.8,6496.63,1296.17,Net Banking,Pending,Cannon PLC,michaelahernandez@daniel-carson.org,18,No,0
ORD1330,4/27/2024,4/30/2024,CUST145,Kristen Barrett,Consumer,PROD3629,Snacks,Grocery,North,Arkansas,West Miguel,7,3022,15,17980.9,15670.09,2310.81,Cash,Cancelled,"Lee, Vargas and Frazier",bankskimberly@cole-walters.com,42,No,0
ORD1331,2/22/2024,2/27/2024,CUST945,Randy Mcgee,Home Office,PROD2431,File Folder,Office Supplies,West,Montana,Port Shellyfurt,2,1698,15,2886.6,1831.35,1055.25,Cash,Cancelled,"Shaffer, Levine and Benton",hbaker@robinson.com,16,No,0
ORD1332,10/11/2025,10/12/2025,CUST305,Karen Tate,Consumer,PROD5908,Stapler,Office Supplies,East,New York,West Christy,4,3648,20,11673.6,9449.38,2224.22,Net Banking,Returned,Snyder PLC,pattydyer@stout.org,21,No,0
ORD1333,11/29/2024,12/2/2024,CUST573,Steven Hurley,Home Office,PROD5190,Office Chair,Furniture,West,South Carolina,Rosston,3,561,20,1346.4,1145.66,200.74,Cash,Returned,"Vasquez, Byrd and Williams",rebecca76@mitchell.biz,44,No,0
ORD1334,5/4/2024,5/6/2024,CUST578,Martin Peterson,Corporate,PROD2894,Calculator,Office Supplies,North,Vermont,Matthewshire,8,1982,0,15856,10213.55,5642.45,Net Banking,Cancelled,Anderson-White,james56@holt.com,21,No,0
ORD1335,8/23/2024,8/26/2024,CUST785,Linda Alexander,Home Office,PROD6447,Calculator,Office Supplies,South,Louisiana,New Jeremiah,1,3278,10,2950.2,2267.77,682.43,UPI,Returned,"Cooper, Bates and Roberson",ngross@miller-davis.com,42,No,0
ORD1336,8/8/2024,8/15/2024,CUST439,Jennifer James,Corporate,PROD4150,Study Table,Furniture,North,Tennessee,New Stephen,3,3704,5,10556.4,9243.51,1312.89,Net Banking,Cancelled,Carr Ltd,roberthernandez@miller.org,44,No,0
ORD1337,12/26/2024,12/28/2024,CUST427,Kevin Bass Jr.,Consumer,PROD8990,Pen,Office Supplies,West,Nebraska,Port Mitchelltown,9,2472,0,22248,16998.56,5249.44,Cash,Delivered,Rodriguez and Sons,amy72@martinez.org,37,No,0
ORD1338,8/21/2024,8/24/2024,CUST212,Brandon Hernandez,Consumer,PROD8756,Bookshelf,Furniture,West,Oregon,Jessicabury,6,4766,10,25736.4,22243.97,3492.43,Cash,Delivered,"Jones, Taylor and Jones",elizabeth38@neal-larson.com,10,No,0
